"A0002500","H0001700","H0002500","H0013700","H0014800","R0000100","R0000600","R0006500","R0006700","R0007900","R0008100","R0188000","R0214700","R0214800","R0217900","R0217910","R0223100","R0223500","R0402800","R0612100","R0828400","R1075700","R1451400","R1798600","R2160200","R2369100","R2500000","R2900000","R3100000","R3500000","R3700000","R4100300","R4500300","R5200300","R5800200","R6530300","R7090700","R7800600","T0001000","T1200800","T2260700","T3195700","T3966800","T3967300","T3977400","T3987600","T4112300","T4112500","T4113000"
445,-4,-4,-4,-4,3162,15,10,-4,19,-4,-4,3,2,-2,-3,-4,-4,-4,-4,-4,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,110000,15000,185000,0,16
445,-4,-4,-4,1,3163,21,9,-4,11,-4,-4,3,2,30000,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,32000,40000,110000,0,12
445,-4,-4,-4,1,3164,19,10,-4,9,-4,-4,3,2,30000,0,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,0,50400,0,12
445,-4,1,2,-4,3165,16,11,-4,10,-4,-4,3,2,30000,0,-4,-4,-4,-4,-4,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,-4,60000,20000,80000,0,12
445,4,-4,-4,3,3166,17,14,-4,16,-4,-4,3,1,-1,-3,-4,-4,-4,3,3,3,17,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,3,40000,5000,59749,0,16
445,-4,-4,-4,-4,3167,19,14,-4,16,-4,1,3,2,-2,-3,-4,-4,3,6,3,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,11,-4,-4,0,-4,13000,0,16
445,-4,-4,6,3,3168,21,14,-4,16,-4,1,3,1,40000,0,-4,-4,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,132000,110,172110,0,19
445,-4,-4,-4,-4,3169,19,17,-4,16,-4,1,3,1,39000,0,-4,-4,3,3,-4,17,17,11,11,19,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,3,1,3170,18,16,-4,16,-4,1,3,1,50000,0,-4,-4,3,3,11,17,11,11,11,11,11,11,11,-5,11,11,11,11,-5,11,11,-5,11,11,11,11,-4,-4,343830,0,497763,0,19
445,-4,-4,-4,3,3171,16,16,-4,20,-4,-4,3,1,75000,0,-4,-4,-4,3,3,3,3,6,3,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,3,343830,272295,497763,0,18
445,-4,-4,-4,3,3172,20,16,-4,20,-4,1,3,1,-2,-3,-4,-4,3,3,-4,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,-3,-4,497763,0,20
445,-4,-4,-4,3,3173,18,16,-4,20,-4,1,3,1,75001,0,-4,-4,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,165000,35000,220000,0,20
445,-4,-4,-4,-4,3174,16,13,-4,20,-4,-4,3,2,30000,0,-4,-4,-4,-4,11,-5,11,18,11,11,-5,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,-4,-4,24000,24000,-2,-3,15
445,-4,-4,-4,-4,3175,17,11,-4,-2,1,-4,2,2,8000,0,-4,1,-4,-4,-4,17,17,19,19,19,19,11,19,19,11,19,19,19,19,19,11,19,19,11,19,19,-4,-4,-1,-4,-1,-3,12
445,-4,-4,-4,-4,3176,21,11,-4,-3,1,-4,2,2,25000,0,-4,0,-4,-4,11,11,11,-5,-5,-5,-5,11,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3177,18,11,-4,12,1,-4,2,1,28300,0,-4,0,-4,-4,-4,17,-4,19,19,19,-5,19,11,11,11,11,11,-5,-5,11,11,11,19,11,11,11,-4,-4,64000,-4,64000,0,12
445,-4,-4,-4,-4,3178,17,11,-4,-2,1,-4,2,2,20000,0,-4,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,3,-4,-4,-4,3179,21,16,-4,-3,1,11,3,2,9100,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,68000,-4,78000,0,16
445,-4,-4,-4,-4,3180,21,12,-4,19,-4,1,3,1,75001,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,3,3181,21,16,-4,16,-4,-4,3,1,-1,-3,-4,-4,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,343830,0,497763,0,19
445,-4,3,-4,-4,3182,19,16,-4,16,-4,1,3,2,-1,-3,1,1,11,11,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-1,-1,-3,16
445,-4,-4,-4,-4,3183,17,16,-4,16,-4,-4,3,2,-1,-3,-4,-4,3,3,-5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3184,14,16,-4,16,-4,-4,3,2,-1,-3,-4,-4,-4,-4,-4,-4,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3185,17,16,-4,16,0,-4,3,2,36000,0,-4,0,-4,3,3,11,11,11,11,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,3,3186,18,16,-4,16,-4,11,3,1,1620,1,1,1,3,3,11,11,17,19,19,11,19,19,11,11,11,11,11,11,11,11,11,-5,11,11,11,11,-4,-4,-1,-4,-1,-3,16
445,-4,-4,6,-4,3187,19,15,-4,7,-4,1,3,1,-2,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,343830,0,497763,0,20
445,-4,-4,-4,6,3188,18,8,1,-2,1,-4,2,2,-1,-3,-4,1,-4,-4,11,11,11,-5,11,11,-5,11,-5,-5,-5,-5,-5,11,-5,11,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3189,17,7,1,11,1,-4,2,1,-1,-3,1,1,-4,3,3,3,-4,19,6,19,19,11,11,11,11,11,11,11,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3190,14,11,-4,12,-4,-4,2,2,5599,1,-4,-4,-4,-4,-4,-4,11,19,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,11,11,11,-4,-4,0,62000,63303,0,12
445,-4,-4,-4,-4,3191,16,11,-4,11,-4,-4,2,2,5599,1,-4,-4,-4,-4,-4,-4,-4,19,19,19,19,11,19,11,11,19,11,11,11,-5,-5,-5,-5,-5,-5,11,-4,-4,24000,-1,-1,-3,14
445,1,-4,-4,-4,3192,20,8,-4,12,1,-4,2,1,5000,0,-4,1,-4,-4,-4,17,11,11,11,19,19,19,19,19,19,19,11,19,11,19,11,11,11,11,11,11,-4,-4,-2,-4,-2,-3,12
445,1,-4,-4,-4,3193,18,12,-4,12,-4,-4,3,1,-1,-3,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,90000,0,98540,0,12
445,-4,-4,-4,-4,3194,17,12,-4,11,-4,-4,3,1,22000,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,11,11,-4,-4,50000,-4,50000,0,12
445,3,-4,-4,6,3195,18,12,-4,12,-4,-4,3,1,22000,0,-4,-4,-4,11,-4,17,17,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,48000,0,74832,0,12
445,-4,-4,-4,-4,3196,19,12,-4,12,-4,-4,3,1,33000,0,-4,-4,-4,-4,11,11,11,11,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,79000,72000,151000,0,12
445,-4,-4,-4,-4,3197,18,12,-4,12,-4,-4,3,2,33000,0,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,16,11,11,11,11,11,11,11,11,-4,-4,45000,-4,45000,0,12
445,-4,-4,-4,-4,3198,22,12,-4,12,-4,-4,3,2,33000,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,75000,60000,135000,0,17
445,1,3,-4,-4,3199,17,10,-4,10,-4,-4,3,2,24000,0,-4,-4,-4,-4,-4,11,11,11,11,11,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,28000,30000,58000,0,12
445,-4,-4,-4,-4,3200,20,10,-4,8,-4,-4,3,1,15000,0,-4,-4,-4,-4,-4,-4,17,19,19,11,11,11,11,11,11,11,11,-5,-5,-5,-5,11,11,11,11,11,-4,-4,0,46000,63700,0,12
445,-4,-4,-4,-4,3201,16,10,-4,8,-4,-4,3,2,15000,0,-4,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,19,11,11,11,19,11,19,19,19,11,-4,-4,39200,-4,-2,-3,16
445,-4,-4,-4,-4,3202,19,10,-4,8,-4,-4,3,1,-1,-3,-4,-4,-4,11,11,11,17,11,11,11,11,11,-5,-5,-5,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3203,16,10,-4,8,-4,-4,3,1,-1,-3,-4,-4,-4,-4,-4,17,17,19,19,19,19,19,19,11,19,11,19,19,11,11,19,11,11,11,16,11,-4,-4,0,0,46000,0,12
445,-4,-4,-4,-4,3204,14,10,-4,8,-4,-4,3,2,-1,-3,-4,-4,-4,-4,-4,-4,17,19,19,19,19,11,11,11,11,11,11,-5,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5
445,1,2,-4,-4,3205,14,16,-4,12,-4,-4,3,2,25000,0,-4,-4,-4,-4,-4,3,3,3,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,95000,86000,181000,0,16
445,-4,-4,-4,-4,3206,15,12,-4,12,-4,-4,3,2,-2,-3,-4,-4,-4,-4,-4,17,17,19,19,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,82000,-4,82050,0,16
445,-4,-4,6,3,3207,21,12,-4,11,-4,-4,3,1,-2,-3,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,48000,90000,158000,0,12
445,-4,-4,6,3,3208,19,11,-4,12,-4,-4,3,1,20000,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,110000,120000,250000,0,16
445,-2,-4,-4,-4,3209,16,10,-4,12,-4,-4,3,2,-2,-3,-4,-4,-4,-4,-4,11,17,19,11,19,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3210,17,12,-4,10,-4,-4,3,1,28000,0,-4,-4,-4,-4,-4,17,-4,19,19,11,11,11,11,11,-5,11,-5,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3211,22,8,1,-2,0,11,3,1,13580,0,1,1,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3212,19,12,1,12,1,11,3,2,13580,0,1,1,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3213,15,12,-4,12,-4,-4,3,1,-2,-3,-4,-4,-4,-4,-4,1,1,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3214,15,12,-4,12,-4,-4,3,1,-2,-3,-4,-4,-4,-4,-4,-4,17,19,19,11,11,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,-4,-4,40000,168000,-2,-3,12
445,-4,-4,4,6,3215,21,12,-4,16,-4,-4,3,1,27477,0,-4,-4,-4,-4,-4,-4,-4,18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,48000,-4,53200,0,12
445,-4,-4,6,6,3216,18,12,-4,16,-4,-4,3,1,27477,0,-4,-4,-4,3,11,-4,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,8000,78000,215000,0,18
445,-4,-4,-4,-4,3217,17,12,-4,12,-4,-4,3,2,25000,0,-4,-4,3,-4,-4,17,-5,-5,-5,-5,-5,-5,-5,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3218,19,12,-4,16,-4,-4,3,2,25000,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,11,11,11,11,11,-4,-4,10800,35000,55088,0,13
445,-4,-4,-4,-4,3219,17,12,-4,16,-4,-4,3,1,25000,0,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,75000,0,86400,0,14
445,-4,-4,-4,-4,3220,16,12,-4,16,-4,-4,3,1,25000,0,-4,-4,-4,-4,-4,-4,17,19,19,11,19,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3221,14,12,-4,16,-4,-4,3,2,25000,0,-4,-4,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,11,-5,11,11,-4,-4,94000,25000,119050,0,15
445,-4,-4,-4,-4,3222,19,12,-4,16,-4,1,3,2,21500,0,-4,-4,3,6,-4,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3223,15,12,-4,16,-4,-4,3,2,20000,0,-4,-4,-4,-4,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3224,20,15,-4,16,-4,1,3,1,35000,0,-4,-4,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,343830,-4,183000,0,18
445,-4,-4,-4,-4,3225,16,12,-4,14,-4,-4,3,2,20000,0,-4,-4,-4,3,-4,-4,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,7000,82000,89000,0,14
445,-4,-4,-4,-4,3226,21,11,-4,16,1,1,3,1,15000,0,-4,1,-4,-4,3,3,17,11,11,19,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,1,6,-4,3227,18,11,-4,-3,-3,1,3,2,-2,-3,-4,1,3,11,-4,17,17,11,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,6,-4,35600,80674,116624,0,16
445,-4,3,-4,-4,3228,16,-3,-4,16,-4,-4,3,1,-1,-3,-4,-4,-4,3,3,3,3,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,72000,78000,155000,0,17
445,-4,3,-4,-4,3229,14,14,-4,16,-4,-4,3,1,-1,-3,-4,-4,-4,-4,-4,3,3,11,11,19,19,6,11,19,19,11,19,19,11,11,11,11,11,11,11,11,-4,-4,126000,8000,134000,0,20
445,1,-4,-4,-4,3230,15,9,-4,12,-4,-4,3,1,20000,0,-4,-4,-4,-4,-4,-4,-4,19,11,11,11,11,11,11,11,11,11,-5,-5,-5,11,11,11,11,11,11,-4,-4,0,-4,22000,0,10
445,1,-4,-4,-4,3231,15,12,-4,12,-4,-4,3,2,28000,0,1,1,-4,-4,-4,-4,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,74287,74287,0,14
445,1,-4,-4,-4,3232,21,12,-4,8,0,-4,3,1,27500,0,-4,0,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,32000,40000,72200,0,14
445,-4,-4,-4,-4,3233,20,12,-4,10,0,-4,3,2,27500,0,-4,0,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1,-4,-4,-4,3234,19,12,-4,8,0,-4,3,2,27500,0,-4,0,-4,-4,-4,-4,-4,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,30000,72000,102500,0,15
445,1,-4,-4,-4,3235,18,12,-4,10,0,-4,3,1,27500,0,-4,0,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,20000,0,26225,0,12
445,-4,3,-4,-4,3236,14,9,-4,12,-4,-4,3,2,3000,1,-4,-4,-4,-4,-4,17,17,19,19,11,19,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,0,-4,2400,1,12
445,-4,-4,-4,-4,3237,19,10,1,10,1,11,3,2,15000,0,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,-5,11,11,11,11,11,-4,-4,52000,-4,52000,0,13
445,-4,-4,-4,-4,3238,21,12,-4,16,-4,-4,2,2,33000,0,-4,-4,-4,-4,-4,17,17,19,19,11,19,19,11,11,11,11,11,11,11,15,3,11,11,11,11,11,-4,-4,38000,-4,38000,0,19
445,-4,-4,-4,-4,3239,17,12,-4,12,-4,-4,2,1,33000,0,1,1,11,11,11,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-2,-4,-4,-4,3240,17,12,-4,12,-4,-4,3,1,27000,0,-4,-4,-4,-4,3,3,6,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,57000,272295,497763,0,19
445,-4,-4,-4,-4,3241,19,14,1,12,1,11,3,1,5800,0,1,1,11,11,11,11,11,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3242,17,12,-4,14,1,-4,3,2,14000,0,-4,1,-4,-4,-4,-4,17,19,11,11,11,11,11,11,6,11,11,11,11,11,11,11,11,11,11,11,-4,-4,25000,90000,115000,0,12
445,3,-4,-4,-4,3243,21,14,-4,15,-4,-4,3,2,25000,0,-4,-4,-4,-4,-4,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,104000,-4,104000,0,16
445,3,-4,-4,-4,3244,15,14,-4,12,-4,-4,3,2,25000,0,-4,-4,-4,-4,3,3,3,3,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,20000,56000,96000,0,18
445,1,-4,-4,-4,3245,15,12,-4,8,-4,-4,3,2,-1,-3,-4,-4,-4,-4,-4,17,17,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,30000,80000,130000,0,12
445,-4,-4,-4,-4,3246,18,12,-4,8,-4,-4,3,1,16000,0,-4,-4,-4,-4,-4,-4,-4,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,45000,37000,82030,0,12
445,-4,-4,-4,-4,3247,16,12,-4,8,-4,-4,3,1,16000,0,-4,-4,-4,-4,-4,-4,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,100000,0,250000,0,12
445,-4,-4,-4,-4,3248,15,12,-4,12,-4,-4,3,2,-2,-3,-4,-4,-4,-4,-4,-4,-4,18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,44000,40000,84000,0,12
445,-4,-4,-4,1,3249,17,12,-4,17,-4,-4,3,2,23000,0,-4,-4,-4,-4,-4,-4,-4,11,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,1,27000,24000,51000,0,14
445,-4,-4,-4,-4,3250,17,12,-4,11,-4,-4,3,2,24500,0,-4,-4,3,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,10000,100000,110000,0,14
445,-4,-4,-4,-4,3251,15,14,-4,-2,-4,-4,3,1,24500,0,-4,-4,-4,-4,-4,17,17,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,55000,15000,70000,0,12
445,-4,-4,6,3,3252,17,12,-4,12,1,-4,3,2,8500,0,-4,1,-4,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,19,19,19,11,11,11,11,6,3,20000,-4,20000,0,12
445,-4,-4,-4,-4,3253,15,-2,-4,-2,1,-4,3,2,8500,0,-4,1,-4,-4,-4,17,11,11,11,11,19,11,15,11,11,11,1,11,11,11,11,11,11,11,11,11,-4,-4,10580,-4,10580,1,12
445,-4,3,-4,-4,3254,14,12,-4,12,1,-4,3,2,8500,0,-4,1,-4,-4,-4,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,41500,28000,69500,0,12
445,-4,-4,-4,-4,3255,18,12,-4,20,-4,-4,3,1,25000,0,1,1,11,-4,-4,17,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,20000,-4,30000,0,13
445,4,-4,-4,-4,3256,19,17,-4,17,0,1,3,1,75001,0,-4,0,-4,3,3,3,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,11,11,11,11,11,-4,-4,50000,167000,237000,0,20
445,-2,-4,-4,3,3257,16,17,-4,17,-4,1,3,1,20000,0,-4,0,3,-4,3,3,3,19,11,11,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,3,135000,30000,165042,0,18
445,-4,-4,-4,6,3258,21,14,-4,16,-4,-4,3,1,-1,-3,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,38000,-1,-1,-3,13
445,1,3,-4,-4,3259,15,11,-4,9,1,-4,2,2,15940,0,-4,1,-4,-4,-4,17,-4,19,19,19,19,11,19,11,11,11,11,19,19,19,11,11,11,11,11,11,-4,-4,0,-4,4920,1,8
445,-4,-4,-4,-4,3260,17,11,-4,9,1,-4,2,2,15940,0,-4,1,-4,-4,-4,-4,-4,19,19,19,19,11,6,11,11,19,6,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1,-4,-4,6,3261,18,11,-4,11,1,-4,2,1,15940,0,-4,1,-4,-4,-4,-4,-4,19,19,11,19,11,11,11,11,19,16,11,11,11,11,11,11,11,11,11,-4,-4,25000,-4,25000,0,9
445,-4,-4,-4,-4,3262,15,16,-4,17,-4,-4,3,2,25000,0,-4,1,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1,-4,-4,-4,3263,18,12,-4,11,-4,-4,3,1,16000,0,-4,-4,-4,-4,-4,-4,-4,19,19,19,11,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,103000,-4,103910,0,16
445,-4,-4,-4,-4,3264,18,3,-4,5,1,-4,1,1,10500,0,-4,1,-4,11,-4,-4,-4,18,11,11,11,11,11,19,19,11,11,11,11,11,11,11,19,19,11,19,-4,-4,0,-4,-2,-3,11
445,-4,-4,-4,-4,3265,17,5,-4,8,-4,-4,1,1,7600,0,-4,1,-4,-4,-4,-4,-4,1,1,2,11,11,11,19,19,19,19,19,19,11,11,-5,1,-5,-5,11,-4,-4,0,-4,31200,0,12
445,-4,-4,6,4,3266,17,12,-4,12,-4,-4,1,2,25000,0,-4,-4,-4,-4,-4,11,17,19,19,19,-5,-5,19,19,11,11,-5,-5,-5,11,11,11,11,11,11,11,6,4,0,-4,-2,-3,16
445,-4,-4,6,6,3267,16,12,-4,12,-4,-4,1,1,25000,0,-4,-4,-4,-4,-4,11,17,19,19,19,11,19,19,19,11,11,-5,-5,-5,-5,-5,19,19,19,19,11,6,6,14000,-4,14000,1,12
445,-4,-4,-4,-4,3268,14,11,-4,5,1,-4,1,2,4526,1,-4,1,-4,-4,-4,-4,17,11,11,11,-5,-5,-5,11,11,11,11,19,11,11,11,19,-5,11,11,11,-4,-4,0,-4,5184,1,12
445,1,-4,-4,-4,3269,20,9,-4,12,0,-4,1,2,6468,0,-4,0,-4,-4,-5,17,17,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-4,-4,28000,-4,36855,0,14
445,-4,-4,-4,-4,3270,16,3,-4,6,1,-4,1,1,4032,1,-4,1,-4,-4,-4,-4,-4,19,19,6,19,19,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,4,-4,-4,-4,3271,18,11,-4,10,1,-4,3,1,6888,1,-4,1,-4,-4,-4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-5,11,11,-4,-4,-2,-4,-2,-3,7
445,-4,-4,-4,-4,3272,15,11,-4,10,1,-4,3,1,6888,1,-4,1,-4,-4,-4,1,1,1,11,11,11,11,11,11,11,11,11,11,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,-4,-4,-4,-4,3273,18,8,-4,12,0,-4,1,2,5508,1,-4,0,-4,-4,11,11,11,11,11,-5,11,11,19,11,11,11,11,11,11,-5,11,19,11,11,11,11,-4,-4,25000,-4,25000,0,12
445,-4,-4,-4,-4,3274,15,8,-4,12,0,-4,1,1,5508,1,1,0,11,-4,-4,-4,17,19,-5,-5,-5,11,11,11,11,11,11,-5,-5,11,11,-5,-5,-5,-5,11,-4,-4,18720,18720,37440,0,12
445,-4,-4,-4,6,3275,18,12,-4,14,-4,-4,3,1,-1,-3,-4,-4,-4,-4,-4,-4,-4,19,19,19,19,19,19,19,19,11,19,19,19,19,11,19,11,11,11,11,-4,-4,85000,-4,85000,0,16
445,-4,-4,-4,3,3276,20,8,-4,16,-4,-4,3,2,-1,-3,-4,-4,-4,-4,-4,-4,-4,19,19,19,11,19,19,19,19,11,19,19,19,19,11,19,19,19,11,11,-4,-4,0,-4,153200,0,20
